denoise_threshold,denoise_method,median_kernel,gaussian_kernel,clahe_trigger,clahe_cliplimit,clahe_tile,binarize_median,binarize_blocksize,binarize_c,binarize_method,line_ratio_thresh,line_removal,line_dilation,line_dilation_iter,avg_cer,avg_wer
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,gaussian_c,0.005,"(10, 50)","(5, 5)",1,7.66,21.3122
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,gaussian_c,0.005,"(10, 50)","(5, 5)",2,7.7378,21.6117
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.001,"(10, 40)","(2, 2)",1,13.4772,39.1094
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.001,"(10, 40)","(2, 2)",2,12.3461,36.3994
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.001,"(10, 40)","(3, 3)",1,7.1617,20.6083
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.001,"(10, 40)","(3, 3)",2,6.7667,19.8422
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.001,"(10, 40)","(5, 5)",1,6.7667,19.8422
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.001,"(10, 40)","(5, 5)",2,7.4006,21.4972
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.001,"(10, 50)","(2, 2)",1,14.46,40.7733
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.001,"(10, 50)","(2, 2)",2,13.9467,40.4956
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.001,"(10, 50)","(3, 3)",1,7.6389,22.0622
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.001,"(10, 50)","(3, 3)",2,7.5233,21.7294
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.001,"(10, 50)","(5, 5)",1,7.5233,21.7294
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.001,"(10, 50)","(5, 5)",2,7.8733,22.6478
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.003,"(10, 40)","(2, 2)",1,13.4772,39.1094
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.003,"(10, 40)","(2, 2)",2,12.3461,36.3994
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.003,"(10, 40)","(3, 3)",1,7.1617,20.6083
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.003,"(10, 40)","(3, 3)",2,6.7667,19.8422
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.003,"(10, 40)","(5, 5)",1,6.7667,19.8422
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.003,"(10, 40)","(5, 5)",2,7.4006,21.4972
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.003,"(10, 50)","(2, 2)",1,14.46,40.7733
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.003,"(10, 50)","(2, 2)",2,13.9467,40.4956
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.003,"(10, 50)","(3, 3)",1,7.6389,22.0622
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.003,"(10, 50)","(3, 3)",2,7.5233,21.7294
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.003,"(10, 50)","(5, 5)",1,7.5233,21.7294
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.003,"(10, 50)","(5, 5)",2,7.8733,22.6478
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.005,"(10, 40)","(2, 2)",1,13.4594,38.755
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.005,"(10, 40)","(2, 2)",2,12.3322,36.0706
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.005,"(10, 40)","(3, 3)",1,7.1806,20.4278
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.005,"(10, 40)","(3, 3)",2,6.7378,19.5661
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.005,"(10, 40)","(5, 5)",1,6.7378,19.5661
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.005,"(10, 40)","(5, 5)",2,7.3144,21.0106
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.005,"(10, 50)","(2, 2)",1,14.3739,40.4144
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.005,"(10, 50)","(2, 2)",2,13.9478,40.3189
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.005,"(10, 50)","(3, 3)",1,7.5417,21.5006
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.005,"(10, 50)","(3, 3)",2,7.415,21.2694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.005,"(10, 50)","(5, 5)",1,7.415,21.2694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,50,mean_c,0.005,"(10, 50)","(5, 5)",2,7.7867,22.2639
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.001,"(10, 40)","(2, 2)",1,13.2806,37.8161
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.001,"(10, 40)","(2, 2)",2,12.59,36.555
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.001,"(10, 40)","(3, 3)",1,7.6767,21.9478
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.001,"(10, 40)","(3, 3)",2,7.6583,21.8556
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.001,"(10, 40)","(5, 5)",1,7.6583,21.8556
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.001,"(10, 40)","(5, 5)",2,7.8456,22.4667
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.001,"(10, 50)","(2, 2)",1,13.0289,37.1578
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.001,"(10, 50)","(2, 2)",2,11.9678,34.4172
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.001,"(10, 50)","(3, 3)",1,8.3517,23.6561
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.001,"(10, 50)","(3, 3)",2,8.31,22.6517
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.001,"(10, 50)","(5, 5)",1,8.31,22.6517
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.001,"(10, 50)","(5, 5)",2,8.3811,23.1656
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.003,"(10, 40)","(2, 2)",1,13.2883,37.8667
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.003,"(10, 40)","(2, 2)",2,12.6011,36.6056
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.003,"(10, 40)","(3, 3)",1,7.6767,21.9733
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.003,"(10, 40)","(3, 3)",2,7.6694,21.8811
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.003,"(10, 40)","(5, 5)",1,7.6694,21.8811
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.003,"(10, 40)","(5, 5)",2,7.8422,22.4667
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.003,"(10, 50)","(2, 2)",1,13.0328,37.2083
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.003,"(10, 50)","(2, 2)",2,11.9756,34.4428
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.003,"(10, 50)","(3, 3)",1,8.3778,23.6561
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.003,"(10, 50)","(3, 3)",2,8.3211,22.6267
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.003,"(10, 50)","(5, 5)",1,8.3211,22.6267
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.003,"(10, 50)","(5, 5)",2,8.3661,23.1656
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.005,"(10, 40)","(2, 2)",1,13.105,37.3139
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.005,"(10, 40)","(2, 2)",2,12.4294,36.1317
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.005,"(10, 40)","(3, 3)",1,7.5778,21.7628
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.005,"(10, 40)","(3, 3)",2,7.5433,21.5917
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.005,"(10, 40)","(5, 5)",1,7.5433,21.5917
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.005,"(10, 40)","(5, 5)",2,7.8117,22.3617
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.005,"(10, 50)","(2, 2)",1,12.9678,37.0244
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.005,"(10, 50)","(2, 2)",2,11.9833,34.4956
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.005,"(10, 50)","(3, 3)",1,8.2822,23.4194
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.005,"(10, 50)","(3, 3)",2,8.2794,22.5217
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.005,"(10, 50)","(5, 5)",1,8.2794,22.5217
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,gaussian_c,0.005,"(10, 50)","(5, 5)",2,8.3089,22.9817
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.001,"(10, 40)","(2, 2)",1,13.5178,38.8711
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.001,"(10, 40)","(2, 2)",2,12.6794,36.765
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.001,"(10, 40)","(3, 3)",1,7.0139,20.1544
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.001,"(10, 40)","(3, 3)",2,6.8767,19.7022
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.001,"(10, 40)","(5, 5)",1,6.8767,19.7022
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.001,"(10, 40)","(5, 5)",2,7.0672,20.0211
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.001,"(10, 50)","(2, 2)",1,13.8194,39.7311
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.001,"(10, 50)","(2, 2)",2,13.5483,38.5961
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.001,"(10, 50)","(3, 3)",1,6.7533,20.1983
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.001,"(10, 50)","(3, 3)",2,7.3817,21.0228
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.001,"(10, 50)","(5, 5)",1,7.3817,21.0228
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.001,"(10, 50)","(5, 5)",2,7.6544,21.5694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.003,"(10, 40)","(2, 2)",1,13.5178,38.8711
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.003,"(10, 40)","(2, 2)",2,12.6794,36.765
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.003,"(10, 40)","(3, 3)",1,7.0139,20.1544
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.003,"(10, 40)","(3, 3)",2,6.8767,19.7022
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.003,"(10, 40)","(5, 5)",1,6.8767,19.7022
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.003,"(10, 40)","(5, 5)",2,7.0672,20.0211
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.003,"(10, 50)","(2, 2)",1,13.8194,39.7311
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.003,"(10, 50)","(2, 2)",2,13.5483,38.5961
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.003,"(10, 50)","(3, 3)",1,6.7533,20.1983
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.003,"(10, 50)","(3, 3)",2,7.3817,21.0228
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.003,"(10, 50)","(5, 5)",1,7.3817,21.0228
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.003,"(10, 50)","(5, 5)",2,7.6544,21.5694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.005,"(10, 40)","(2, 2)",1,13.2756,38.0433
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.005,"(10, 40)","(2, 2)",2,12.4528,35.9922
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.005,"(10, 40)","(3, 3)",1,6.8594,19.5106
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.005,"(10, 40)","(3, 3)",2,6.7183,19.2178
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.005,"(10, 40)","(5, 5)",1,6.7183,19.2178
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.005,"(10, 40)","(5, 5)",2,6.9839,19.61
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.005,"(10, 50)","(2, 2)",1,13.5961,38.9556
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.005,"(10, 50)","(2, 2)",2,13.4467,38.1078
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.005,"(10, 50)","(3, 3)",1,6.6444,19.6328
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.005,"(10, 50)","(3, 3)",2,7.2572,20.5078
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.005,"(10, 50)","(5, 5)",1,7.2572,20.5078
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,55,mean_c,0.005,"(10, 50)","(5, 5)",2,7.5222,21.1344
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.001,"(10, 40)","(2, 2)",1,12.3706,35.35
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.001,"(10, 40)","(2, 2)",2,12.1461,35.3939
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.001,"(10, 40)","(3, 3)",1,7.8317,22.2272
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.001,"(10, 40)","(3, 3)",2,7.7444,22.2089
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.001,"(10, 40)","(5, 5)",1,7.7444,22.2089
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.001,"(10, 40)","(5, 5)",2,7.8356,22.4167
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.001,"(10, 50)","(2, 2)",1,12.5567,36.6078
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.001,"(10, 50)","(2, 2)",2,12.6606,36.2322
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.001,"(10, 50)","(3, 3)",1,8.0022,22.4972
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.001,"(10, 50)","(3, 3)",2,8.52,24.1239
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.001,"(10, 50)","(5, 5)",1,8.52,24.1239
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.001,"(10, 50)","(5, 5)",2,8.4561,23.1617
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.003,"(10, 40)","(2, 2)",1,12.4078,35.5061
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.003,"(10, 40)","(2, 2)",2,12.1539,35.3961
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.003,"(10, 40)","(3, 3)",1,7.7717,22.0511
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.003,"(10, 40)","(3, 3)",2,7.7933,22.26
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.003,"(10, 40)","(5, 5)",1,7.7933,22.26
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.003,"(10, 40)","(5, 5)",2,7.8883,22.625
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.003,"(10, 50)","(2, 2)",1,12.5528,36.6111
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.003,"(10, 50)","(2, 2)",2,12.6722,36.21
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.003,"(10, 50)","(3, 3)",1,7.9011,22.27
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.003,"(10, 50)","(3, 3)",2,8.5422,24.0983
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.003,"(10, 50)","(5, 5)",1,8.5422,24.0983
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.003,"(10, 50)","(5, 5)",2,8.52,23.4228
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.005,"(10, 40)","(2, 2)",1,12.4078,35.5061
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.005,"(10, 40)","(2, 2)",2,12.1539,35.3961
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.005,"(10, 40)","(3, 3)",1,7.7717,22.0511
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.005,"(10, 40)","(3, 3)",2,7.7933,22.26
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.005,"(10, 40)","(5, 5)",1,7.7933,22.26
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.005,"(10, 40)","(5, 5)",2,7.8883,22.625
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.005,"(10, 50)","(2, 2)",1,12.5528,36.6111
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.005,"(10, 50)","(2, 2)",2,12.6722,36.21
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.005,"(10, 50)","(3, 3)",1,7.9011,22.27
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.005,"(10, 50)","(3, 3)",2,8.5422,24.0983
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.005,"(10, 50)","(5, 5)",1,8.5422,24.0983
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,gaussian_c,0.005,"(10, 50)","(5, 5)",2,8.52,23.4228
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.001,"(10, 40)","(2, 2)",1,12.1522,34.3244
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.001,"(10, 40)","(2, 2)",2,11.7211,34.0594
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.001,"(10, 40)","(3, 3)",1,6.8689,20.1211
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.001,"(10, 40)","(3, 3)",2,7.3328,21.0872
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.001,"(10, 40)","(5, 5)",1,7.3328,21.0872
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.001,"(10, 40)","(5, 5)",2,7.4061,21.4733
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.001,"(10, 50)","(2, 2)",1,12.7217,37.1811
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.001,"(10, 50)","(2, 2)",2,12.6772,37.125
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.001,"(10, 50)","(3, 3)",1,7.8856,23.125
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.001,"(10, 50)","(3, 3)",2,7.8144,22.9694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.001,"(10, 50)","(5, 5)",1,7.8144,22.9694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.001,"(10, 50)","(5, 5)",2,8.4311,24.8089
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.003,"(10, 40)","(2, 2)",1,12.1522,34.3244
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.003,"(10, 40)","(2, 2)",2,11.7211,34.0594
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.003,"(10, 40)","(3, 3)",1,6.8689,20.1211
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.003,"(10, 40)","(3, 3)",2,7.3328,21.0872
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.003,"(10, 40)","(5, 5)",1,7.3328,21.0872
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.003,"(10, 40)","(5, 5)",2,7.4061,21.4733
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.003,"(10, 50)","(2, 2)",1,12.7217,37.1811
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.003,"(10, 50)","(2, 2)",2,12.6772,37.125
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.003,"(10, 50)","(3, 3)",1,7.8856,23.125
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.003,"(10, 50)","(3, 3)",2,7.8144,22.9694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.003,"(10, 50)","(5, 5)",1,7.8144,22.9694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.003,"(10, 50)","(5, 5)",2,8.4311,24.8089
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.005,"(10, 40)","(2, 2)",1,12.2322,34.5089
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.005,"(10, 40)","(2, 2)",2,11.7739,34.1628
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.005,"(10, 40)","(3, 3)",1,6.8917,20.1478
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.005,"(10, 40)","(3, 3)",2,7.3411,21.0633
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.005,"(10, 40)","(5, 5)",1,7.3411,21.0633
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.005,"(10, 40)","(5, 5)",2,7.4439,21.4978
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.005,"(10, 50)","(2, 2)",1,12.7628,37.3094
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.005,"(10, 50)","(2, 2)",2,12.6583,37.125
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.005,"(10, 50)","(3, 3)",1,7.8972,23.1494
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.005,"(10, 50)","(3, 3)",2,7.8217,22.9706
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.005,"(10, 50)","(5, 5)",1,7.8217,22.9706
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,71,60,mean_c,0.005,"(10, 50)","(5, 5)",2,8.4156,24.7017
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.001,"(10, 40)","(2, 2)",1,14.8711,41.3194
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.001,"(10, 40)","(2, 2)",2,14.88,41.4989
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.001,"(10, 40)","(3, 3)",1,9.2139,24.645
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.001,"(10, 40)","(3, 3)",2,9.1417,24.8494
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.001,"(10, 40)","(5, 5)",1,9.1417,24.8494
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.001,"(10, 40)","(5, 5)",2,8.6828,23.29
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.001,"(10, 50)","(2, 2)",1,15.7217,43.1567
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.001,"(10, 50)","(2, 2)",2,15.975,43.8761
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.001,"(10, 50)","(3, 3)",1,9.5939,25.1833
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.001,"(10, 50)","(3, 3)",2,9.3433,24.9494
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.001,"(10, 50)","(5, 5)",1,9.3433,24.9494
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.001,"(10, 50)","(5, 5)",2,9.9778,27.0761
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.003,"(10, 40)","(2, 2)",1,14.8622,41.2611
5,median,3,"(3, 3)",30,1.5,"(4, 4)",3,81,25,gaussian_c,0.003,"(10, 40)","(2, 2)",2,14.8739,41.46
