denoise_threshold,denoise_method,median_kernel,gaussian_kernel,clahe_trigger,clahe_cliplimit,clahe_tile,binarize_median,binarize_blocksize,binarize_c,binarize_method,line_ratio_thresh,line_removal,line_dilation,line_dilation_iter,avg_cer,avg_wer
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.001,"(10, 40)","(2, 2)",2,13.6656,39.84
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.001,"(10, 40)","(3, 3)",1,9.3161,27.535
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.001,"(10, 40)","(3, 3)",2,9.3106,27.0617
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.001,"(10, 40)","(5, 5)",1,9.3106,27.0617
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.001,"(10, 40)","(5, 5)",2,9.4817,27.705
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.001,"(10, 50)","(2, 2)",1,13.7683,41.0694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.001,"(10, 50)","(2, 2)",2,13.7844,40.5711
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.001,"(10, 50)","(3, 3)",1,9.1856,26.7044
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.001,"(10, 50)","(3, 3)",2,9.3372,28.0183
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.001,"(10, 50)","(5, 5)",1,9.3372,28.0183
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.001,"(10, 50)","(5, 5)",2,9.6733,27.9117
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.003,"(10, 40)","(2, 2)",1,14.4456,41.9983
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.003,"(10, 40)","(2, 2)",2,13.7139,39.7639
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.003,"(10, 40)","(3, 3)",1,9.3611,27.4339
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.003,"(10, 40)","(3, 3)",2,9.3144,26.885
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.003,"(10, 40)","(5, 5)",1,9.3144,26.885
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.003,"(10, 40)","(5, 5)",2,9.5228,27.6039
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.003,"(10, 50)","(2, 2)",1,13.7683,41.0694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.003,"(10, 50)","(2, 2)",2,13.7844,40.5711
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.003,"(10, 50)","(3, 3)",1,9.1856,26.7044
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.003,"(10, 50)","(3, 3)",2,9.3372,28.0183
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.003,"(10, 50)","(5, 5)",1,9.3372,28.0183
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.003,"(10, 50)","(5, 5)",2,9.6733,27.9117
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.005,"(10, 40)","(2, 2)",1,14.3922,41.8667
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.005,"(10, 40)","(2, 2)",2,13.6378,39.6583
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.005,"(10, 40)","(3, 3)",1,9.3189,27.2756
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.005,"(10, 40)","(3, 3)",2,9.2417,26.7006
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.005,"(10, 40)","(5, 5)",1,9.2417,26.7006
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.005,"(10, 40)","(5, 5)",2,9.4806,27.4722
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.005,"(10, 50)","(2, 2)",1,13.7522,40.8078
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.005,"(10, 50)","(2, 2)",2,13.7606,40.3094
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.005,"(10, 50)","(3, 3)",1,9.1956,26.5206
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.005,"(10, 50)","(3, 3)",2,9.2867,27.7578
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.005,"(10, 50)","(5, 5)",1,9.2867,27.7578
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,45,mean_c,0.005,"(10, 50)","(5, 5)",2,9.6267,27.5733
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.001,"(10, 40)","(2, 2)",1,20.5306,49.7283
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.001,"(10, 40)","(2, 2)",2,20.735,50.695
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.001,"(10, 40)","(3, 3)",1,17.5528,44.6983
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.001,"(10, 40)","(3, 3)",2,16.7594,43.6989
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.001,"(10, 40)","(5, 5)",1,16.7594,43.6989
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.001,"(10, 40)","(5, 5)",2,16.7406,43.5328
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.001,"(10, 50)","(2, 2)",1,20.5628,52.7683
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.001,"(10, 50)","(2, 2)",2,20.6133,51.5544
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.001,"(10, 50)","(3, 3)",1,17.1061,44.5517
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.001,"(10, 50)","(3, 3)",2,16.5761,43.5706
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.001,"(10, 50)","(5, 5)",1,16.5761,43.5706
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.001,"(10, 50)","(5, 5)",2,17.08,43.8072
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.003,"(10, 40)","(2, 2)",1,20.6072,49.8861
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.003,"(10, 40)","(2, 2)",2,20.8117,50.8528
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.003,"(10, 40)","(3, 3)",1,17.6406,44.8822
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.003,"(10, 40)","(3, 3)",2,16.9122,43.8828
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.003,"(10, 40)","(5, 5)",1,16.9122,43.8828
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.003,"(10, 40)","(5, 5)",2,16.8972,43.6644
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.003,"(10, 50)","(2, 2)",1,20.7461,52.9789
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.003,"(10, 50)","(2, 2)",2,20.7967,51.765
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.003,"(10, 50)","(3, 3)",1,17.2894,44.815
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.003,"(10, 50)","(3, 3)",2,16.74,43.8072
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.003,"(10, 50)","(5, 5)",1,16.74,43.8072
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.003,"(10, 50)","(5, 5)",2,17.225,43.9911
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.005,"(10, 40)","(2, 2)",1,21.2978,50.7261
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.005,"(10, 40)","(2, 2)",2,21.3117,51.2406
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.005,"(10, 40)","(3, 3)",1,18.0767,45.2056
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.005,"(10, 40)","(3, 3)",2,17.5394,44.6583
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.005,"(10, 40)","(5, 5)",1,17.5394,44.6583
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.005,"(10, 40)","(5, 5)",2,17.5789,44.375
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.005,"(10, 50)","(2, 2)",1,21.4733,53.7544
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.005,"(10, 50)","(2, 2)",2,21.4783,52.5406
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.005,"(10, 50)","(3, 3)",1,17.9439,45.4611
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.005,"(10, 50)","(3, 3)",2,17.5217,44.8411
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.005,"(10, 50)","(5, 5)",1,17.5217,44.8411
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,gaussian_c,0.005,"(10, 50)","(5, 5)",2,18.0067,44.8956
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.001,"(10, 40)","(2, 2)",1,14.8617,43.1467
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.001,"(10, 40)","(2, 2)",2,14.46,41.9367
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.001,"(10, 40)","(3, 3)",1,9.3006,27.9406
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.001,"(10, 40)","(3, 3)",2,8.7778,25.9261
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.001,"(10, 40)","(5, 5)",1,8.7778,25.9261
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.001,"(10, 40)","(5, 5)",2,9.2928,28.0161
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.001,"(10, 50)","(2, 2)",1,14.51,42.4189
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.001,"(10, 50)","(2, 2)",2,14.5456,42.4728
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.001,"(10, 50)","(3, 3)",1,9.4739,27.8361
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.001,"(10, 50)","(3, 3)",2,9.9494,28.9006
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.001,"(10, 50)","(5, 5)",1,9.9494,28.9006
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.001,"(10, 50)","(5, 5)",2,9.9717,29.0156
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.003,"(10, 40)","(2, 2)",1,14.8839,43.1717
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.003,"(10, 40)","(2, 2)",2,14.4894,41.9872
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.003,"(10, 40)","(3, 3)",1,9.3189,27.9406
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.003,"(10, 40)","(3, 3)",2,8.815,25.9767
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.003,"(10, 40)","(5, 5)",1,8.815,25.9767
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.003,"(10, 40)","(5, 5)",2,9.3222,28.0161
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.003,"(10, 50)","(2, 2)",1,14.5283,42.4189
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.003,"(10, 50)","(2, 2)",2,14.5678,42.4728
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.003,"(10, 50)","(3, 3)",1,9.5072,27.7856
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.003,"(10, 50)","(3, 3)",2,9.9756,28.9511
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.003,"(10, 50)","(5, 5)",1,9.9756,28.9511
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.003,"(10, 50)","(5, 5)",2,9.9978,28.99
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.005,"(10, 40)","(2, 2)",1,14.8,43.1717
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.005,"(10, 40)","(2, 2)",2,14.4056,41.9872
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.005,"(10, 40)","(3, 3)",1,9.2844,27.8089
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.005,"(10, 40)","(3, 3)",2,8.7694,25.7922
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.005,"(10, 40)","(5, 5)",1,8.7694,25.7922
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.005,"(10, 40)","(5, 5)",2,9.3222,27.9372
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.005,"(10, 50)","(2, 2)",1,14.4828,42.34
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.005,"(10, 50)","(2, 2)",2,14.5028,42.4461
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.005,"(10, 50)","(3, 3)",1,9.4922,27.7067
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.005,"(10, 50)","(3, 3)",2,9.8917,28.9244
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.005,"(10, 50)","(5, 5)",1,9.8917,28.9244
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,50,mean_c,0.005,"(10, 50)","(5, 5)",2,9.9444,28.9633
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.001,"(10, 40)","(2, 2)",1,25.2156,54.0306
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.001,"(10, 40)","(2, 2)",2,25.2894,53.9728
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.001,"(10, 40)","(3, 3)",1,22.2711,47.9372
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.001,"(10, 40)","(3, 3)",2,22.2189,48.3878
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.001,"(10, 40)","(5, 5)",1,22.2189,48.3878
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.001,"(10, 40)","(5, 5)",2,22.2094,48.8244
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.001,"(10, 50)","(2, 2)",1,24.6178,54.125
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.001,"(10, 50)","(2, 2)",2,24.6811,54.1894
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.001,"(10, 50)","(3, 3)",1,21.8544,48.2467
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.001,"(10, 50)","(3, 3)",2,21.7433,47.7694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.001,"(10, 50)","(5, 5)",1,21.7433,47.7694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.001,"(10, 50)","(5, 5)",2,22.1539,48.9044
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.003,"(10, 40)","(2, 2)",1,25.2156,54.0306
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.003,"(10, 40)","(2, 2)",2,25.2894,53.9728
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.003,"(10, 40)","(3, 3)",1,22.2711,47.9372
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.003,"(10, 40)","(3, 3)",2,22.2189,48.3878
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.003,"(10, 40)","(5, 5)",1,22.2189,48.3878
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.003,"(10, 40)","(5, 5)",2,22.2094,48.8244
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.003,"(10, 50)","(2, 2)",1,24.6178,54.125
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.003,"(10, 50)","(2, 2)",2,24.6811,54.1894
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.003,"(10, 50)","(3, 3)",1,21.8544,48.2467
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.003,"(10, 50)","(3, 3)",2,21.7433,47.7694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.003,"(10, 50)","(5, 5)",1,21.7433,47.7694
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.003,"(10, 50)","(5, 5)",2,22.1539,48.9044
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.005,"(10, 40)","(2, 2)",1,25.3156,54.8706
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.005,"(10, 40)","(2, 2)",2,25.3983,54.8772
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.005,"(10, 40)","(3, 3)",1,22.3622,48.7772
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.005,"(10, 40)","(3, 3)",2,22.21,48.7756
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.005,"(10, 40)","(5, 5)",1,22.21,48.7756
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.005,"(10, 40)","(5, 5)",2,22.1911,49.1478
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.005,"(10, 50)","(2, 2)",1,24.7178,54.965
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.005,"(10, 50)","(2, 2)",2,24.4356,54.9
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.005,"(10, 50)","(3, 3)",1,21.7456,48.6989
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.005,"(10, 50)","(3, 3)",2,21.8072,48.4156
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.005,"(10, 50)","(5, 5)",1,21.8072,48.4156
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,gaussian_c,0.005,"(10, 50)","(5, 5)",2,22.0267,49.0983
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.001,"(10, 40)","(2, 2)",1,15.5628,44.6778
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.001,"(10, 40)","(2, 2)",2,16.3122,46.3667
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.001,"(10, 40)","(3, 3)",1,11.03,31.5594
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.001,"(10, 40)","(3, 3)",2,11.4044,32.7561
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.001,"(10, 40)","(5, 5)",1,11.4044,32.7561
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.001,"(10, 40)","(5, 5)",2,11.4789,33.1322
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.001,"(10, 50)","(2, 2)",1,16.8894,47.8928
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.001,"(10, 50)","(2, 2)",2,16.5644,46.7306
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.001,"(10, 50)","(3, 3)",1,11.5983,33.1311
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.001,"(10, 50)","(3, 3)",2,11.4122,33.1789
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.001,"(10, 50)","(5, 5)",1,11.4122,33.1789
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.001,"(10, 50)","(5, 5)",2,11.7733,34.0756
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.003,"(10, 40)","(2, 2)",1,15.6039,44.8828
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.003,"(10, 40)","(2, 2)",2,16.3872,46.6239
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.003,"(10, 40)","(3, 3)",1,11.0483,31.7394
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.003,"(10, 40)","(3, 3)",2,11.4456,32.9628
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.003,"(10, 40)","(5, 5)",1,11.4456,32.9628
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.003,"(10, 40)","(5, 5)",2,11.5611,33.39
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.003,"(10, 50)","(2, 2)",1,16.9567,48.1272
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.003,"(10, 50)","(2, 2)",2,16.5822,46.8056
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.003,"(10, 50)","(3, 3)",1,11.7233,33.31
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.003,"(10, 50)","(3, 3)",2,11.5178,33.3317
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.003,"(10, 50)","(5, 5)",1,11.5178,33.3317
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.003,"(10, 50)","(5, 5)",2,11.8028,34.0467
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.005,"(10, 40)","(2, 2)",1,15.6039,44.8828
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.005,"(10, 40)","(2, 2)",2,16.3872,46.6239
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.005,"(10, 40)","(3, 3)",1,11.0483,31.7394
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.005,"(10, 40)","(3, 3)",2,11.4456,32.9628
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.005,"(10, 40)","(5, 5)",1,11.4456,32.9628
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.005,"(10, 40)","(5, 5)",2,11.5611,33.39
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.005,"(10, 50)","(2, 2)",1,16.9567,48.1272
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.005,"(10, 50)","(2, 2)",2,16.5822,46.8056
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.005,"(10, 50)","(3, 3)",1,11.7233,33.31
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.005,"(10, 50)","(3, 3)",2,11.5178,33.3317
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.005,"(10, 50)","(5, 5)",1,11.5178,33.3317
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,55,mean_c,0.005,"(10, 50)","(5, 5)",2,11.8028,34.0467
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.001,"(10, 40)","(2, 2)",1,38.9467,88.0422
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.001,"(10, 40)","(2, 2)",2,39.1956,89.1822
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.001,"(10, 40)","(3, 3)",1,37.4178,83.9656
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.001,"(10, 40)","(3, 3)",2,34.9239,78.3356
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.001,"(10, 40)","(5, 5)",1,34.9239,78.3356
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.001,"(10, 40)","(5, 5)",2,35.0239,78.9839
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.001,"(10, 50)","(2, 2)",1,39.0183,89.3189
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.001,"(10, 50)","(2, 2)",2,38.2261,87.1594
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.001,"(10, 50)","(3, 3)",1,36.7839,82.8711
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.001,"(10, 50)","(3, 3)",2,34.7456,78.5367
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.001,"(10, 50)","(5, 5)",1,34.7456,78.5367
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.001,"(10, 50)","(5, 5)",2,34.5794,77.2594
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.003,"(10, 40)","(2, 2)",1,38.9467,88.0422
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.003,"(10, 40)","(2, 2)",2,39.1956,89.1822
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.003,"(10, 40)","(3, 3)",1,37.4178,83.9656
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.003,"(10, 40)","(3, 3)",2,34.9239,78.3356
5,median,3,"(3, 3)",30,1.5,"(4, 4)",5,31,60,gaussian_c,0.003,"(10, 40)","(5, 5)",1,34.9239,78.3356
